연수사랑마취통증의학과 의원,일반의원,032-822-7580,인천광역시 연수구 청능대로 103 (연수동)
연수메디칼정형외과의원,일반의원,032-819-2342,인천광역시 연수구 앵고개로 250 (동춘동)
연수메디칼의원,일반의원,032-819-2345,"인천광역시 연수구 앵고개로 250 (동춘동,2층)"
연수늘밝은안과의원,일반의원,032-815-7626,"인천광역시 연수구 청능대로 210 (동춘동,스퀘어원 3층)"
연수김안과의원,일반의원,032-817-3487,인천광역시 연수구 청능대로 103 (연수동)
연세i사랑소아청소년과,일반의원,032-817-7400,인천광역시 연수구 앵고개로 250 (동춘동)
연세e소아청소년과의원,일반의원,032-819-5700,"인천광역시 연수구 앵고개로264번길 46 (동춘동,2층)"
연세최선내과의원,일반의원,032-859-7582,"인천광역시 연수구 신송로125번길 7 (송도동,두손이리움프라자 3층 302~303호)"
연세정형외과의원,일반의원,032-834-7000,인천광역시 연수구 비류대로 194 (옥련동)
연세이비인후과,일반의원,032-831-5666,인천광역시 연수구 한진로 23 (옥련동)
연세의원,일반의원,032-813-1291,인천광역시 연수구 원인재로 315 (연수동)
연세소아청소년과의원,일반의원,032-858-0675,"인천광역시 연수구 신송로 121 (송도동,센타프라자 4층 407호)"
연세비뇨기과의원,일반의원,032-819-5522,인천광역시 연수구 앵고개로 242 (동춘동)
연세꾸러기소아청소년과,일반의원,032-833-7533,인천광역시 연수구 독배로40번길 43 (옥련동)
에코이비인후과의원,일반의원,032-851-3232,인천광역시 연수구 신송로 121 (송도동)
앤의원,일반의원,032-821-9697,"인천광역시 연수구 앵고개로264번길 30-4 (동춘동,영남프라자 3층(301호), 4층(401호))"
아이사랑소아청소년과의원,일반의원,032-851-2525,"인천광역시 연수구 컨벤시아대로 81 (송도동,드림시티 3층 302호)"
신피부과의원,일반의원,032-831-7582,"인천광역시 연수구 신송로 121 (송도동,센타프라자 7층 704호)"
신이비인후과의원,일반의원,032-818-8288,인천광역시 연수구 용담로 11 (청학동)
신비라인의원,일반의원,032-833-7580,인천광역시 연수구 컨벤시아대로 81 (송도동)
수이비인후과의원,일반의원,032-815-8384,인천광역시 연수구 앵고개로 250 (동춘동)
송도정형외과의원,일반의원,032-859-7575,"인천광역시 연수구 컨벤시아대로 69, 407호 (송도동,밀레니엄빌딩 4층 406호)"
송도정형외과.마취통증의학과의원,일반의원,032-859-8000,"인천광역시 연수구 하모니로36번길 1 (송도동,자앤갤러리 3층)"
송도재활의학과의원,일반의원,032-831-1607,인천광역시 연수구 한진로 23 (옥련동)
송도이.이.주내과의원,일반의원,032-858-3114,인천광역시 연수구 컨벤시아대로 69 (송도동)
송도신경외과의원,일반의원,032-831-6496,"인천광역시 연수구 독배로40번길 11 (옥련동,3층, 6층)"
송도스타피부과의원,일반의원,032-434-2286,"인천광역시 연수구 컨벤시아대로 69 (송도동,밀레니엄빌딩 410호)"
송도바른내과의원,일반의원,032-834-9313,인천광역시 연수구 독배로40번길 47 (옥련동)
송도내과의원,일반의원,032-851-7505,인천광역시 연수구 해돋이로120번길 16 (송도동)
송도그린의원,일반의원,032-835-7575,"인천광역시 연수구 해돋이로 107, H동 3층 73호 (송도동, 더샵퍼스트월드)"
솔이산부인과의원,일반의원,032-834-1118,"인천광역시 연수구 독배로 35 (옥련동,IF빌딩 4층)"
손호균마취통증의학과의원,일반의원,032-818-4939,인천광역시 연수구 앵고개로 242 (동춘동)
세원정형외과의원,일반의원,032-421-6530,인천광역시 연수구 인천타워대로54번길 9 (송도동)
성심내과의원,일반의원,032-817-3137,인천광역시 연수구 원인재로 313 (연수동)
성수이비인후과의원,일반의원,032-819-5075,인천광역시 연수구 청능대로 103 (연수동)
성모신경외과의원,일반의원,032-819-8274,인천광역시 연수구 용담로 115 (연수동)
선이비인후과의원,일반의원,032-817-1500,인천광역시 연수구 샘말로7번길 7 (연수동)
서울정형외과의원,일반의원,032-821-7600,인천광역시 연수구 비류대로433번길 3 (연수동)
서울외과의원,일반의원,032-834-7575,인천광역시 연수구 독배로40번길 11 (옥련동)
서울밝은안과의원,일반의원,032-832-9823,인천광역시 연수구 독배로40번길 47 (옥련동)
서울메디칼소아청소년과의원,일반의원,032-858-7323,인천광역시 연수구 신송로 122 (송도동)
서울꾸러기365의원,일반의원,032-456-4375,"인천광역시 연수구 청능대로 210 (동춘동,스퀘어원 3층)"
서울가정의학과의원,일반의원,032-818-2119,인천광역시 연수구 새말로 31 (연수동)
서비뇨기과의원,일반의원,032-816-3069,인천광역시 연수구 청능대로 103 (연수동)
새롬의원,일반의원,032-813-7888,인천광역시 연수구 용담로 136 (연수동)
사단법인 한국장애인CARE협회 우리들의원,일반의원,032-822-7582,"인천광역시 연수구 앵고개로 260 (동춘동, 맘모스빌딩 3층)"
부부내과의원,일반의원,032-831-1888,인천광역시 연수구 독배로40번길 29 (옥련동)
변피부과의원,일반의원,032-818-4333,인천광역시 연수구 원인재로 300 (연수동)
베스트의원,일반의원,032-859-2345,인천광역시 연수구 컨벤시아대로 69 (송도동)
박호연의원,일반의원,032-817-7180,인천광역시 연수구 원인재로 180 (연수동)
박소아청소년과의원,일반의원,032-817-7932,인천광역시 연수구 용담로 11 (청학동)
박무헌정신과의원,일반의원,032-819-2178,인천광역시 연수구 앵고개로 250 (동춘동)
미앤모의원,일반의원,032-817-7400,인천광역시 연수구 청능대로 93 (청학동)
미애로여성의원,일반의원,032-859-0075,"인천광역시 연수구 신송로 122 (송도동,송도프라자 2층 201호)"
미소지움피부과의원,일반의원,032-832-7775,"인천광역시 연수구 컨벤시아대로 69 (송도동,송도밀레미엄빌딩 5층 509호)"
미래제일산부인과의원,일반의원,032-245-0101,"인천광역시 연수구 먼우금로 189 (청학동,소망빌딩 5층, 6층)"
모아소아청소년과.가정의학과의원,일반의원,032-818-1365,인천광역시 연수구 앵고개로264번길 30-4 (동춘동)
메디우먼산부인과,일반의원,032-819-9990,인천광역시 연수구 청능대로 103 (연수동)
메디모아의원,일반의원,032-816-1575,"인천광역시 연수구 경원대로 184 (동춘동,이마트연수점 2층)"
마음속내과의원,일반의원,032-831-2208,인천광역시 연수구 독배로40번길 11 (옥련동)
마음과마음정신과의원,일반의원,032-812-2004,인천광역시 연수구 청능대로 103 (연수동)
라온정신건강의학과의원,일반의원,032-831-8906,"인천광역시 연수구 컨벤시아대로 69 (송도동,밀레니엄상가 7층 706-1호)"
드림의원,일반의원,032-456-4330,"인천광역시 연수구 청능대로 210 (동춘동,스퀘어원 3층)"
도담이비인후과의원,일반의원,032-814-7582,인천광역시 연수구 원인재로 300 (연수동)
닥터김내과의원,일반의원,032-811-1001,"인천광역시 연수구 용담로 11, 2층 (청학동)"
녹색중앙의원,일반의원,032-814-2280,인천광역시 연수구 선학로68번길 4 (선학동)
끌림365송도의원,일반의원,032-859-0220,"인천광역시 연수구 컨벤시아대로 116 (송도동,대우월드마크 702동 2층 201호, 202호)"
김지현피부과의원,일반의원,032-817-8083,인천광역시 연수구 청능대로 103 (연수동)
김정수가정의학과의원,일반의원,032-822-8486,"인천광역시 연수구 원인재로 180 (연수동,우성2차상가 3층 302호)"
김웅철산부인과,일반의원,032-814-5252,인천광역시 연수구 용담로 135 (연수동)
김운호피부과의원,일반의원,032-813-9212,인천광역시 연수구 앵고개로 250 (동춘동)
권도승정형외과의원,일반의원,032-834-5626,"인천광역시 연수구 비류대로 208 (옥련동,송도역전빌딩 3층)"
굿모닝이비인후과의원,일반의원,032-811-3600,인천광역시 연수구 앵고개로264번길 10-1 (동춘동)
건일메디칼의원,일반의원,032-818-5656,"인천광역시 연수구 먼우금로 245 (연수동,동민빌딩 3,4층)"
(사)누가삼성연합의원,일반의원,032-819-4036,인천광역시 연수구 경원대로483번길 14 (선학동)
행복한방병원,한방병원,032-833-0040,"인천광역시 연수구 독배로 49 (옥련동,럭키빌딩 3,4층)"
우리사랑요양병원,요양병원,032-813-0059,인천광역시 연수구 청능대로 54 (동춘동)
송도효자병원,요양병원,032-832-9900,인천광역시 연수구 옥련로 29 (옥련동)
경인의료재활센터병원,요양병원,032-899-4000,인천광역시 연수구 원인재로 263 (연수동)
나래병원,일반병원,032-821-0033,인천광역시 연수구 청능대로 69 (청학동)
인천힘찬병원,일반병원,032-820-9114,인천광역시 연수구 용담로 118 (연수동)
연수병원,일반병원,032-813-6300,인천광역시 연수구 학나래로6번길 3 (선학동)
인천적십자병원,종합병원,032-899-4000,인천광역시 연수구 원인재로 263 (연수동)
의료법인 나사렛의료재단 나사렛국제병원,종합병원,032-899-9999,인천광역시 연수구 먼우금로 98 (동춘동)
동아치과병원,치과병원,427-7575,인천광역시 남구 경인로 462 (주안동)
(의)광혜원한방병원,한방병원,874-7500,인천광역시 남구 염창로 63 (주안동)
인천사랑병원,종합병원,425-2001,인천광역시 남구 미추홀대로 726 (주안동)
의료법인 아인의료재단 서울여성병원,병원,247-2000,인천광역시 남구 경원대로 771 (주안동)
성인천한방병원,한방병원,427-3032,인천광역시 남구 석정로 6 (숭의동)
인천백세요양병원,요양병원,884-7551,인천광역시 남구 아암대로29번길 48 (용현동)
사회복지법인대한복지협회해오른요양병원,요양병원,882-7114,인천광역시 남구 미추로 53 (숭의동)
주안고려요양병원,요양병원,245-1000,인천광역시 남구 미추홀대로 702 (주안동)
사회복지법인한마음복지협회인천요양병원,요양병원,876-5000,인천광역시 남구 인주대로 385 (주안동)
샬롬요양병원,요양병원,866-1082,인천광역시 남구 학익소로 19 (학익동)
햇살요양병원,요양병원,891-9558,인천광역시 남구 인중로 13 (숭의동)
바로병원,병원,722-8585,인천광역시 남구 인주대로 458 (주안동)
도화요양병원,요양병원,865-0033,인천광역시 남구 경인로 302 (도화동)
고은여성병원,병원,883-3535,인천광역시 남구 독배로 463 (숭의동)
신주안요양병원,요양병원,270-3000,인천광역시 남구 인주대로 432 (주안동)
알엠병원,병원,874-2727,인천광역시 남구 한나루로 446 (학익동)
지성병원,병원,862-5544,인천광역시 남구 아암대로 109 (용현동)
삼성여성병원,병원,451-0000,인천광역시 남구 인주대로 400 (주안동)
인천우리병원,병원,715-7797,인천광역시 남구 석바위로53번길 8 (주안동)
의료법인 동주의료재단 동주요양병원,요양병원,421-7501,인천광역시 남구 인하로 372 (주안동)
현대유비스병원,종합병원,888-7575,인천광역시 남구 독배로 503 (숭의동)
인천한국병원,병원,428-9411,인천광역시 남구 경인로 488 (주안동)
인천봄뜰요양병원,요양병원,432-7585,인천광역시 남구 경원대로 891 (주안동)
자인의원,의원,866-6442,인천광역시 남구 소성로 87 (학익동)
강명건치과의원,치과의원,882-2650,인천광역시 남구 석정로 37-1 (숭의동)
이한의원,한의원,882-7559,인천광역시 남구 경인로70번길 11-5 (숭의동)
삼대조한의원,한의원,875-5409,인천광역시 남구 인주대로 179 (용현동)
이병주치과의원,치과의원,424-2125,인천광역시 남구 미추홀대로 718 (주안동)
김진영정형외과의원,의원,882-6018,인천광역시 남구 독배로492번길 21 (숭의동)
신일의원,의원,424-4009,인천광역시 남구 경인로 415 (주안동)
조영희의원,의원,425-1141,인천광역시 남구 주안로174번길 20-6 (주안동)
영제한의원,한의원,882-2559,"인천광역시 남구 경인로 47-1 (숭의동,외 2필지)"
보인한의원,한의원,423-6443,인천광역시 남구 구월로 8-1 (주안동)
홍이비인후과의원,의원,423-2830,인천광역시 남구 경원대로852번길 51 (주안동)
신성의원,의원,882-8385,인천광역시 남구 독정이로 47 (숭의동)
이근세치과의원,치과의원,882-0540,인천광역시 남구 경인로 130 (숭의동)
홍진표치과의원,치과의원,873-6540,인천광역시 남구 경인로326번길 2 (도화동)
고영식치과의원,치과의원,424-0860,인천광역시 남구 경인로 363 (주안동)
동남한의원,한의원,875-7291,인천광역시 남구 소성로 148 (학익동)
이내과의원,의원,425-4900,인천광역시 남구 미추홀대로 622 (주안동)
김철희치과의원,치과의원,873-8018,인천광역시 남구 경인로 332 (주안동)
한동수신경정신과의원,의원,423-3883,인천광역시 남구 미추홀대로 708 (주안동)
이우승안과의원,의원,422-6889,인천광역시 남구 경인로 431 (주안동)
양소아과의원,의원,423-0056,인천광역시 남구 경인로 427 (주안동)
이태수치과의원,치과의원,875-7049,인천광역시 남구 경인로 328 (주안동)
이인학치과의원,치과의원,423-7652,인천광역시 남구 경인로 439 (주안동)
홍충옥치과의원,치과의원,882-8625,인천광역시 남구 수봉로 42-1 (숭의동)
이호용내과의원,의원,875-7797,인천광역시 남구 미추홀대로 717 (주안동)
감초한의원,한의원,875-8900,인천광역시 남구 소성로 136 (학익동)
왕소연중국한의원,한의원,883-8809,인천광역시 남구 인주대로137번길 6 (용현동)
김식만치과의원,치과의원,882-4886,인천광역시 남구 독배로 426 (용현동)
정영한치과의원,치과의원,422-3317,인천광역시 남구 경원대로 854 (주안동)
이병홍이비인후과의원,의원,422-9779,인천광역시 남구 경인로 368 (주안동)
박내과의원,의원,422-8383,인천광역시 남구 경원대로 828 (주안동)
신언일치과의원,치과의원,866-1314,인천광역시 남구 경인로 337-1 (주안동)
인천방사선과의원,의원,423-8400,인천광역시 남구 경인로 479 (주안동)
인천정형외과의원,의원,428-9900,인천광역시 남구 경원대로897번길 1 (주안동)
윤내과의원,의원,864-2100,인천광역시 남구 제일로 34 (도화동)
남양소아과의원,의원,421-2501,인천광역시 남구 경인로 410 (주안동)
여금수치과의원,치과의원,875-9491,인천광역시 남구 제일로 42-1 (도화동)
변내과의원,의원,424-4037,인천광역시 남구 경인로 387 (주안동)
성모외과의원,의원,866-9076,인천광역시 남구 석정로 387 (주안동)
보건한의원,한의원,867-4272,인천광역시 남구 제일로40번길 5 (도화동)
이근해이비인후과의원,의원,420-0160,인천광역시 남구 경원대로 869 (주안동)
계림정신과의원,의원,862-6804,인천광역시 남구 경인로325번길 12 (주안동)
김종억신경정신과의원,의원,425-9798,인천광역시 남구 경인로 462 (주안동)
경희한의원,한의원,862-4599,인천광역시 남구 석정로 392 (주안동)
권순대외과의원,의원,866-7727,인천광역시 남구 한나루로 501 (용현동)
신기치과의원,치과의원,872-2823,인천광역시 남구 인하로 261 (주안동)
천지인한의원,한의원,873-9859,인천광역시 남구 경인로 233 (도화동)
김광덕정형외과의원,의원,425-5551,인천광역시 남구 미추홀대로 640 (주안동)
인제한의원,한의원,425-5545,인천광역시 남구 경인로 363 (주안동)
한국건강관리협회건강증진치과의원,치과의원,884-7131,인천광역시 남구 독배로 500 (숭의동)
한국건강관리협회건강증진의원,의원,884-7131,인천광역시 남구 독배로 500 (숭의동)
주산부인과의원,의원,420-0136,인천광역시 남구 경원대로 869 (주안동)
이진숙소아과의원,의원,866-5645,인천광역시 남구 인하로 273 (주안동)
주안의원,의원,863-0105,인천광역시 남구 인주대로 273 (주안동)
문영주내과의원,의원,425-2111,인천광역시 남구 경인로 485 (주안동)
하정상치과의원,치과의원,423-4438,인천광역시 남구 경인로 442 (주안동)
김세훈치과의원,치과의원,426-6437,인천광역시 남구 경인로 433 (주안동)
박규섭내과의원,의원,884-5868,인천광역시 남구 토금남로 31 (용현동)
한종배피부과의원,의원,428-1252,인천광역시 남구 경인로 427 (주안동)
김병천내과의원,의원,862-0051,인천광역시 남구 미추홀대로 613 (주안동)
한상희비뇨기과의원,의원,862-5005,"인천광역시 남구 경인로 347, 4층 (주안동)"
우종윤치과의원,치과의원,428-2882,인천광역시 남구 경원대로 861 (주안동)
르네상스치과의원,치과의원,420-0107,인천광역시 남구 경원대로 869 (주안동)
강명선비뇨기과의원,의원,864-4115,인천광역시 남구 미추홀대로 735 (주안동)
선우이비인후과의원,의원,867-3042,인천광역시 남구 경인로 344 (주안동)
서원벽신경정신과의원,의원,432-9911,인천광역시 남구 미추홀대로 634 (주안동)
최영환안과의원,의원,867-1996,인천광역시 남구 경인로 347 (주안동)
곽경일치과의원,치과의원,882-8675,인천광역시 남구 경인로 124 (숭의동)
최길수치과의원,치과의원,862-0237,인천광역시 남구 경인로 348 (주안동)
홍일한의원,한의원,862-9236,인천광역시 남구 제일로 26 (도화동)
한국의원,의원,432-1771,인천광역시 남구 경원대로 777 (주안동)
박상덕신경외과의원,의원,438-5401,인천광역시 남구 경인로 479 (주안동)
조규형신경정신과의원,의원,433-0830,인천광역시 남구 경인로 431 (주안동)
홍한의원,한의원,873-4246,인천광역시 남구 경인로 366 (주안동)
박윤성피부과의원,의원,425-3160,인천광역시 남구 경원대로 849 (주안동)
정동환내과의원,의원,428-0700,인천광역시 남구 미추홀대로 576 (주안동)
최규원치과의원,치과의원,435-2875,인천광역시 남구 구월로 13 (주안동)
연세박치과의원,치과의원,864-1911,인천광역시 남구 길파로 16 (주안동)
경희동방한의원,한의원,435-8866,인천광역시 남구 경원대로 747 (주안동)
김이비인후과의원,의원,884-2686,인천광역시 남구 독배로 422 (용현동)
서광한의원,한의원,868-1724,인천광역시 남구 경인로 63 (숭의동)
이광래내과의원,의원,885-1984,인천광역시 남구 소성로 150 (학익동)
송원빈치과의원,치과의원,885-9221,인천광역시 남구 독배로 422 (용현동)
신진호치과의원,치과의원,883-8817,인천광역시 남구 낙섬중로 101 (용현동)
강준영치과의원,치과의원,883-1973,인천광역시 남구 토금중로 20 (용현동)
덕창한의원,한의원,884-1887,인천광역시 남구 인주대로 139 (용현동)
김사곤한의원,한의원,885-2434,인천광역시 남구 토금중로 13 (용현동)
박중호치과의원,치과의원,437-0918,인천광역시 남구 경인로 363-1 (주안동)
황치일치과의원,치과의원,868-2077,인천광역시 남구 경인로 347 (주안동)
홍제한의원,한의원,864-2288,인천광역시 남구 미추홀대로 577 (주안동)
김서구치과의원,치과의원,863-8189,인천광역시 남구 소성로 201 (학익동)
참한의원,한의원,876-9988,인천광역시 남구 매소홀로 474 (학익동)
전도현치과의원,치과의원,866-6632,인천광역시 남구 매소홀로 474 (학익동)
한창수치과의원,치과의원,887-2635,인천광역시 남구 낙섬중로 17 (용현동)
이동환치과의원,치과의원,425-3326,인천광역시 남구 경인로 384 (주안동)
박종현치과의원,치과의원,437-2443,인천광역시 남구 경원대로 836 (주안동)
보명한의원,한의원,887-1079,인천광역시 남구 아암대로91번길 4 (용현동)
구제훈치과의원,치과의원,874-2872,"인천광역시 남구 소성로 136 (학익동,202호)"
이레치과의원,치과의원,887-2822,인천광역시 남구 토금남로 65 (용현동)
인천의원,의원,868-1771,인천광역시 남구 미추홀대로 581 (주안동)
스마일치과의원,치과의원,425-7470,인천광역시 남구 주승로 222 (관교동)
최규형치과의원,치과의원,887-6257,인천광역시 남구 토금남로 53 (용현동)
이하영소아과의원,의원,862-0582,인천광역시 남구 인하로 251 (주안동)
주안청원치과의원,치과의원,863-2875,인천광역시 남구 제일로 42 (도화동)
박병석치과의원,치과의원,438-2727,인천광역시 남구 인하로 446 (관교동)
중화한의원,한의원,435-1599,인천광역시 남구 경원대로864번길 12 (주안동)
일미치과의원,치과의원,423-3379,인천광역시 남구 경인로 429 (주안동)
김동수내과의원,의원,872-2500,인천광역시 남구 미추홀대로 573 (주안동)
전성구치과의원,치과의원,863-1875,인천광역시 남구 인하로247번길 10 (주안동)
궁인덕치과의원,치과의원,874-2875,인천광역시 남구 석정로 306 (도화동)
금수한의원,한의원,428-9484,인천광역시 남구 경인로 364 (주안동)
현대치과의원,치과의원,867-2128,인천광역시 남구 한나루로 400 (학익동)
김기동비뇨기과의원,의원,873-9504,인천광역시 남구 경인로 344 (주안동)
르네상스안과의원,의원,420-0077,인천광역시 남구 경원대로 869 (주안동)
토론토치과의원,치과의원,874-3180,인천광역시 남구 경인로 229 (도화동)
동인한의원,한의원,874-1921,인천광역시 남구 한나루로 496-3 (주안동)
박병도내과의원,의원,868-2754,인천광역시 남구 매소홀로 474 (학익동)
오충환한의원,한의원,874-4995,인천광역시 남구 미추홀대로578번길 5 (주안동)
연합치과의원,치과의원,431-5858,인천광역시 남구 경원대로 740 (주안동)
명성한의원,한의원,434-7673,인천광역시 남구 경원대로 740 (주안동)
동아의원,의원,887-1868,인천광역시 남구 낙섬중로 101 (용현동)
박상우치과의원,치과의원,875-9830,인천광역시 남구 길파로 27 (주안동)
안세한의원,한의원,432-2377,인천광역시 남구 경인로 433 (주안동)
바른이치과의원,치과의원,429-2828,인천광역시 남구 구월로 32-1 (주안동)
김흥식치과의원,치과의원,875-8457,인천광역시 남구 석정로 272 (도화동)
새안의원,의원,864-3131,인천광역시 남구 인주대로 331 (주안동)
현대가정의원,의원,214-2214,인천광역시 남구 매소홀로 355 (학익동)
이종원가정의원,의원,888-2522,인천광역시 남구 낙섬중로 15-1 (용현동)
누가가정의학과의원,의원,872-0687,인천광역시 남구 미추홀대로 715 (주안동)
진명한의원,한의원,867-7600,인천광역시 남구 경인로 242-3 (도화동)
박용주내과의원,의원,424-1261,인천광역시 남구 인하로 292 (주안동)
정내과의원,의원,424-3844,인천광역시 남구 미추홀대로 696 (주안동)
용현치과의원,치과의원,883-2875,인천광역시 남구 독정이로 15 (용현동)
이광용치과의원,치과의원,425-0150,인천광역시 남구 인하로299번길 3 (주안동)
임배문한의원,한의원,881-9073,인천광역시 남구 인주대로123번길 4 (용현동)
익생춘한의원,한의원,875-3081,인천광역시 남구 경인로 181 (도화동)
송제홍치과의원,치과의원,882-0096,인천광역시 남구 경인로 120 (숭의동)
오부부치과의원,치과의원,421-6675,인천광역시 남구 경원대로 737 (주안동)
김내과의원,의원,885-3588,인천광역시 남구 독배로 431 (용현동)
용현제일의원,의원,885-4824,인천광역시 남구 독배로 420 (용현동)
이인의비뇨기과의원,의원,427-2929,인천광역시 남구 미추홀대로 574 (주안동)
황원준정신과의원,의원,435-7767,인천광역시 남구 경인로 399-1 (주안동)
우리이비인후과의원,의원,875-9453,인천광역시 남구 미추홀대로 561 (주안동)
명제당한의원,한의원,866-7575,인천광역시 남구 석정로 327 (도화동)
덕윤한의원,한의원,864-1348,인천광역시 남구 인주대로266번길 1 (용현동)
도화연세소아과의원,의원,863-7004,인천광역시 남구 석정로 300 (도화동)
